pathway,pathway_direction,pathway_median_d,reaction_id,reaction_name,cohens_d,p_value,significant,genes,n_genes,ec_number
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01138_pos,"(6Z,8E,10E,14Z)-(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (20-hydroxylating)",-4.796463314116935,0.0016069986658221952,True,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01139_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01140_pos,No name available,-4.691356904010257,0.0016069986658221952,True,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01146_pos,No name available,-0.9690497018116918,0.15296717596056003,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01147_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01148_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01153_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp19a1; Cyp1a1; Cyp1a2; Cyp1b1; Cyp2a4; Cyp2a5; Cyp2b10; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp2d22; Cyp2e1; Cyp2f2; Cyp2j6; Cyp2j9; Cyp2s1; Cyp2u1; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57; Cyp4b1; Cyp4f14; Cyp4f40; Cyp4x1,30,1.14.14.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01154_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp19a1; Cyp1a1; Cyp1a2; Cyp1b1; Cyp2a4; Cyp2a5; Cyp2b10; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp2d22; Cyp2e1; Cyp2f2; Cyp2j6; Cyp2j9; Cyp2s1; Cyp2u1; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57; Cyp4b1; Cyp4f14; Cyp4f40; Cyp4x1,30,1.14.14.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01155_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp19a1; Cyp1a1; Cyp1a2; Cyp1b1; Cyp2a4; Cyp2a5; Cyp2b10; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp2d22; Cyp2e1; Cyp2f2; Cyp2j6; Cyp2j9; Cyp2s1; Cyp2u1; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57; Cyp4b1; Cyp4f14; Cyp4f40; Cyp4x1,30,1.14.14.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01156_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp19a1; Cyp1a1; Cyp1a2; Cyp1b1; Cyp2a4; Cyp2a5; Cyp2b10; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp2d22; Cyp2e1; Cyp2f2; Cyp2j6; Cyp2j9; Cyp2s1; Cyp2u1; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57; Cyp4b1; Cyp4f14; Cyp4f40; Cyp4x1,30,1.14.14.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01157_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01158_pos,No name available,1.6208753167068803,0.05742382212749098,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01159_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01160_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01161_pos,No name available,1.6208753167068803,0.05742382212749098,False,Acox1; Acox3,2,1.3.3.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01162_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Acox1; Acox3,2,1.3.3.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01163_pos,No name available,1.6208753167068803,0.05742382212749098,False,Echs1; Ehhadh; Hadha,3,4.2.1.17
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01164_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Eci1; Eci2; Ehhadh; Hadha,4,4.2.1.17
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01165_pos,No name available,1.6208753167068803,0.05742382212749098,False,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01166_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Acaa1a; Acaa1b; Ehhadh; Hsd17b4,4,1.1.1.35;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01167_pos,No name available,1.6208753167068803,0.05742382212749098,False,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01168_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Acaa1a; Acaa1b; Myo5b,3,2.3.1.16
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01170_pos,No name available,1.6208753167068803,0.05742382212749098,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat,6,3.1.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01171_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat,6,3.1.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01190_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01191_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01192_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01193_pos,No name available,1.2473184008714102,0.06965583282873238,False,Cyp19a1; Cyp1a1; Cyp1a2; Cyp1b1; Cyp2a4; Cyp2a5; Cyp2b10; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp2d22; Cyp2e1; Cyp2f2; Cyp2j6; Cyp2j9; Cyp2s1; Cyp2u1; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57; Cyp4b1; Cyp4f14; Cyp4f40; Cyp4x1,30,1.14.14.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01194_pos,No name available,1.6208753167068803,0.05742382212749098,False,Cyp19a1; Cyp1a1; Cyp1a2; Cyp1b1; Cyp2a4; Cyp2a5; Cyp2b10; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp2d22; Cyp2e1; Cyp2f2; Cyp2j6; Cyp2j9; Cyp2s1; Cyp2u1; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57; Cyp4b1; Cyp4f14; Cyp4f40; Cyp4x1,30,1.14.14.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01195_pos,No name available,1.246901293914482,0.06965583282873238,False,Cyp19a1; Cyp1a1; Cyp1a2; Cyp1b1; Cyp2a4; Cyp2a5; Cyp2b10; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp2d22; Cyp2e1; Cyp2f2; Cyp2j6; Cyp2j9; Cyp2s1; Cyp2u1; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57; Cyp4b1; Cyp4f14; Cyp4f40; Cyp4x1,30,1.14.14.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01196_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Cyp19a1; Cyp1a1; Cyp1a2; Cyp1b1; Cyp2a4; Cyp2a5; Cyp2b10; Cyp2c29; Cyp2c38; Cyp2c39; Cyp2c55; Cyp2c65; Cyp2c66; Cyp2d22; Cyp2e1; Cyp2f2; Cyp2j6; Cyp2j9; Cyp2s1; Cyp2u1; Cyp3a13; Cyp3a16; Cyp3a41a; Cyp3a41b; Cyp3a44; Cyp3a57; Cyp4b1; Cyp4f14; Cyp4f40; Cyp4x1,30,1.14.14.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01200_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01201_pos,No name available,1.6208753167068803,0.05742382212749098,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01202_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01203_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01204_pos,No name available,1.6208753167068803,0.05742382212749098,False,Acox1; Acox3,2,1.3.3.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01205_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Acox1; Acox3,2,1.3.3.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01206_pos,No name available,1.6208753167068803,0.05742382212749098,False,Echs1; Ehhadh; Hadha,3,4.2.1.17
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01207_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Eci1; Eci2; Ehhadh; Hadha,4,4.2.1.17
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01208_pos,No name available,1.6208753167068803,0.05742382212749098,False,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01209_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Acaa1a; Acaa1b; Ehhadh; Hsd17b4,4,1.1.1.35;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01210_pos,No name available,1.6208753167068803,0.05742382212749098,False,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01211_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Acaa1a; Acaa1b; Myo5b,3,2.3.1.16
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01212_pos,No name available,1.6208753167068803,0.05742382212749098,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat,6,3.1.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01213_pos,No name available,-0.6589256758177141,0.5197673762262658,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat,6,3.1.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01228_pos,No name available,-0.11873042389169226,1.0,False,Hsd17b12; Ptgr1; Tecrl,3,1.3.1.-
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01229_pos,No name available,-1.584181853893437,0.04554114038133258,True,Hsd17b12; Ptgr1; Tecrl,3,1.3.1.-
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01230_pos,No name available,-0.2947535148325418,0.5862778227443934,False,Hsd17b12; Ptgr1; Tecrl,3,1.3.1.-
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01231_pos,No name available,0.11795667329062047,0.9697593644218446,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01232_pos,No name available,1.247322845067109,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01233_pos,No name available,1.2594679790099397,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01234_pos,No name available,-0.11873042389169226,1.0,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01236_pos,No name available,-0.11873042389169226,1.0,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01238_pos,No name available,-0.11873042389169226,1.0,False,Cyp4f14; Cyp4f18; Cyp4f39; Cyp4f40,4,1.14.13.30
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01244_pos,No name available,-0.11873042389169226,1.0,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01245_pos,No name available,1.280276058300366,0.05742382212749098,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01246_pos,No name available,-0.5018263542837568,0.39819663330744326,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01249_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01251_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01253_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acox1; Acox3,2,1.3.3.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01254_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acox1; Acox3,2,1.3.3.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01255_pos,No name available,1.2473184008714102,0.06965583282873238,False,Echs1; Ehhadh; Hadha,3,4.2.1.17
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01256_pos,No name available,1.2473184008714102,0.06965583282873238,False,Eci1; Eci2; Ehhadh; Hadha,4,4.2.1.17
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01257_pos,No name available,1.2473184008714102,0.06965583282873238,False,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01258_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acaa1a; Acaa1b; Ehhadh; Hsd17b4,4,1.1.1.35;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01259_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01260_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acaa1a; Acaa1b; Myo5b,3,2.3.1.16
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01261_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat,6,3.1.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01262_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat,6,3.1.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01263_pos,No name available,1.2465189751882735,0.06965583282873238,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01264_pos,No name available,1.247322845067109,0.06965583282873238,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01266_pos,No name available,1.2594679790099397,0.06965583282873238,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01270_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acox1; Acox3,2,1.3.3.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01271_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acox1; Acox3,2,1.3.3.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01272_pos,No name available,1.2473184008714102,0.06965583282873238,False,Echs1; Ehhadh; Hadha,3,4.2.1.17
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01273_pos,No name available,1.2473184008714102,0.06965583282873238,False,Eci1; Eci2; Ehhadh; Hadha,4,4.2.1.17
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01274_pos,No name available,1.2473184008714102,0.06965583282873238,False,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01275_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acaa1a; Acaa1b; Ehhadh; Hsd17b4,4,1.1.1.35;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01276_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01277_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acaa1a; Acaa1b; Myo5b,3,2.3.1.16
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01278_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat,6,3.1.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01279_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat,6,3.1.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01280_neg,No name available,-0.11873042389169226,1.0,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01280_pos,No name available,0.11795667329062047,0.9697593644218446,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01281_neg,No name available,-1.584181853893437,0.04554114038133258,True,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01281_pos,No name available,1.247322845067109,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01282_neg,No name available,-0.2947535148325418,0.5862778227443934,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01282_pos,No name available,1.2446947527321874,0.06965583282873238,False,Cbr1; Cbr3; Dhrs4,3,1.1.1.184
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01287_pos,"(7E,9E,11Z,14Z)-(5S,6R)-6-(cystein-S-yl)-5-hydroxyicosa-7,9,11,14-tetraenoate,NADPH:oxygen oxidoreductase (20-hydroxylating)",1.247318400871393,0.06965583282873238,False,,0,1.14.13.34
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01288_pos,No name available,1.247318400871393,0.06965583282873238,False,Adh1; Adh4; Adh5; Adh6b; Adh7; Adhfe1,6,1.1.1.1
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01289_pos,No name available,1.247318400871393,0.06965583282873238,False,Aldh1b1; Aldh2; Aldh3a2; Aldh7a1; Aldh9a1,5,1.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01290_pos,No name available,1.247318400871393,0.06965583282873238,False,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,6.2.1.3
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01291_pos,No name available,1.247318400871393,0.06965583282873238,False,Acox1; Acox3,2,1.3.3.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01292_pos,No name available,1.247318400871393,0.06965583282873238,False,Eci1; Eci2; Ehhadh; Hadha,4,4.2.1.17
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01293_pos,No name available,1.247318400871393,0.06965583282873238,False,Acaa1a; Acaa1b; Ehhadh; Hsd17b4,4,1.1.1.35;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01294_pos,No name available,1.247318400871393,0.06965583282873238,False,Acaa1a; Acaa1b; Myo5b,3,2.3.1.16
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01295_neg,No name available,1.2473184008714102,0.06965583282873238,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat,6,3.1.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01297_neg,No name available,1.2473184008714102,0.06965583282873238,False,Decr1; Decr2,2,1.3.1.34
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01298_neg,No name available,1.2473184008714102,0.06965583282873238,False,Eci1; Eci2; Ehhadh; Hadha,4,5.3.3.8
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01299_pos,No name available,1.2473184008714102,0.06965583282873238,False,Eci1; Eci2; Ehhadh; Hadha,4,4.2.1.17
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01300_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acaa1a; Acaa1b; Ehhadh; Hsd17b4,4,1.1.1.35;1.1.1.211
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01301_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acaa1a; Acaa1b; Myo5b,3,2.3.1.16
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01303_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acox1; Acox3,2,1.3.3.6
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR01304_pos,No name available,1.2473184008714102,0.06965583282873238,False,Acot1; Acot2; Acot4; Acot6; Acot7; Baat,6,3.1.2.2
Leukotriene metabolism,CD5 hi,1.2473184008714102,MAR04796_pos,leukotriene-C4 hydrolase,-0.24479530014829673,0.3481295153357081,False,Ggt1; Ggt5; Ggt6; Ggt7,4,2.3.2.2
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01305_pos,Arachidonate:oxygen oxidoreductase,-0.20415898541882535,0.7961139316414563,False,Ptgs1; Ptgs2,2,1.14.99.1
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01307_pos,No name available,-0.30723643794174726,0.8608725380680741,False,Ptgs1; Ptgs2,2,1.14.99.1
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01308_pos,"(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- dienoate 6-isomerase",-0.10872627264540623,0.9976381737739769,False,Ptgis,1,5.3.99.4
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01312_pos,"(5Z,13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13- dienoate E-isomerase",-0.22928312685763905,0.5197673762262658,False,Ptges; Ptges2; Ptges3,3,5.3.99.3
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01313_pos,"(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-thromboxane-A2-isomerase",0.805624044987787,0.12740389581935602,False,Tbxas1,1,5.3.99.5
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01321_neg,No name available,-0.17575134778685636,0.9697593644218446,False,Rpp14; Scarf2,2,4.2.1.-
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01321_pos,No name available,-0.17575134778685636,0.9697593644218446,False,Rpp14; Scarf2,2,4.2.1.-
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01322_neg,No name available,-0.17575134778685636,0.9697593644218446,False,,0,5.3.-.-
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01322_pos,No name available,-0.17575134778685636,0.9697593644218446,False,,0,5.3.-.-
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01323_neg,No name available,-0.17575134778685636,0.9697593644218446,False,,0,5.3.3.9
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01323_pos,No name available,-0.17575134778685636,0.9697593644218446,False,,0,5.3.3.9
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01325_pos,No name available,0.34802424884332234,0.30205435025420324,False,Akr1c20,1,1.1.1.188
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01326_pos,No name available,0.34009267636960033,0.3481295153357081,False,Akr1c20,1,1.1.1.188
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01327_pos,"(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-dienoate:NADP+ 9-oxidoreductase",0.3400883498767441,0.30205435025420324,False,Akr1c20; Cbr1; Cbr3; Dhrs4,4,1.1.1.184;1.1.1.189
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01329_neg,"(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-dienoate:NADP+ 11-oxidoreductase",0.34628044932862406,0.30205435025420324,False,Akr1c20,1,1.1.1.188
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01329_pos,"(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-dienoate:NADP+ 11-oxidoreductase",0.34009267636960033,0.3481295153357081,False,Akr1c20,1,1.1.1.188
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01330_pos,"(5Z,13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13- dienoate D-isomerase",0.34009267636960033,0.3481295153357081,False,Hpgds; Ptgds,2,5.3.99.2
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01339_neg,No name available,0.552119468078955,0.39819663330744326,False,Tbxas1,1,5.3.99.5
